	Station	Elevation	Longitude	Latitude	Gravity	g_norm	delta_obs	g_abs_pred	g_norm_pred	delta_pred	residuos
360	361	128.64600000000002	-42.6459	-5.0624	978005.705	978033.0151484445	-27.31014844449237	977999.2197636999	978033.0151484445	-33.795384744531475	6.485236300039105
361	362	125.561	-42.6545	-5.0606	978006.417	978033.939155163	-27.52215516299475	978000.2091142	978033.939155163	-33.730040963040665	6.207885800045915
362	363	126.081	-42.6635	-5.0588	978006.7359999999	978033.7500996751	-27.014099675230682	978000.0678076	978033.7500996751	-33.682292075129226	6.668192399898544
363	364	120.693	-42.6712	-5.0572	978008.122	978035.3883639826	-27.266363982576877	978001.7148084999	978035.3883639826	-33.67355548264459	6.407191500067711
364	365	114.367	-42.6819	-5.0562	978009.671	978037.3257504762	-27.654750476242043	978003.5150669	978037.3257504762	-33.81068357615732	6.1559330999152735
365	366	112.48	-42.6905	-5.0585	978010.577	978037.9447818776	-27.3677818775177	978003.7716327	978037.9447818776	-34.17314917757176	6.805367300054058
366	367	120.48700000000001	-42.6978	-5.0621	978008.7740000001	978035.5295543831	-26.755554383038543	978000.8818863	978035.5295543831	-34.64766808308195	7.89211370004341
367	368	113.492	-42.7072	-5.0619	978009.785	978037.6861578377	-27.901157837710343	978002.5976559999	978037.6861578377	-35.08850183780305	7.187344000092708
368	369	112.21600000000001	-42.7165	-5.0622	978010.3620000001	978038.0848879269	-27.7228879268514	978002.4393	978038.0848879269	-35.645587926963344	7.922700000111945
369	370	92.097	-42.7249	-5.0639	978014.275	978044.3237961029	-30.048796102870256	978008.0417493	978044.3237961029	-36.282046802924015	6.233250700053759
370	371	83.427	-42.7337	-5.0707	978015.9140000001	978047.1086077555	-31.194607755402103	978009.9044440001	978047.1086077555	-37.204163755406626	6.0095560000045225
371	372	81.652	-42.7402	-5.0765	978016.324	978047.7487513365	-31.424751336453483	978009.8668359001	978047.7487513365	-37.88191543635912	6.45716409990564
372	373	110.133	-42.7482	-5.0781	978008.4509999999	978038.980311198	-30.52931119815912	978000.5289301	978038.980311198	-38.45138109801337	7.92206989985425
373	374	79.301	-42.7537	-5.0839	978016.6109999999	978048.5922983934	-31.98129839345347	978009.6206105999	978048.5922983934	-38.97168779349886	6.9903894000453874
374	375	81.535	-42.7601	-5.0903	978016.171	978048.0043988059	-31.83339880593121	978008.5520239	978048.0043988059	-39.4523749059299	7.61897609999869
375	376	81.772	-42.7654	-5.1007	978016.931	978048.0970483191	-31.166048319078982	978008.2984285	978048.0970483191	-39.798619819106534	8.632571500027552
376	377	81.831	-42.7691	-5.1087	978017.439	978048.206618021	-30.76761802099645	978008.2614219999	978048.206618021	-39.94519602111541	9.177578000118956
377	378	77.433	-42.7805	-5.1159	978021.2729999999	978049.679742776	-28.406742776045576	978009.3993185998	978049.679742776	-40.28042417613324	11.873681400087662
378	379	97.452	-42.7888	-5.1201	978013.137	978043.5658659821	-30.42886598210316	978003.1206817	978043.5658659821	-40.4451842821436	10.016318300040439
379	380	101.522	-42.7972	-5.124	978012.168	978042.3717110717	-30.20371107175015	978001.7843486	978042.3717110717	-40.587362471735105	10.383651399984956
380	381	82.074	-42.8044	-5.1276	978016.5909999999	978048.4342717871	-31.84327178716194	978007.7342609001	978048.4342717871	-40.700010886997916	8.856739099835977
381	382	74.543	-42.8168	-5.1314	978017.552	978050.820570636	-33.26857063593343	978009.9546165001	978050.820570636	-40.865954135893844	7.597383499960415
382	383	75.707	-42.8223	-5.1326	978017.6340000001	978050.4804371558	-32.84643715573475	978009.5564826999	978050.4804371558	-40.92395445588045	8.0775173001457
383	384	88.088	-42.8336	-5.1355	978015.507	978046.7042119345	-31.197211934486404	978005.6978251999	978046.7042119345	-41.00638673454523	9.809174800058827
384	385	98.92	-42.8427	-5.1376	978012.218	978043.393445981	-31.175445980974473	978002.3468653	978043.393445981	-41.04658068099525	9.871134700020775
385	386	114.116	-42.8506	-5.1396	978008.7109999999	978038.7336740707	-30.022674070787616	977997.6714958999	978038.7336740707	-41.06217817077413	11.039504099986516
386	387	106.505	-42.8584	-5.1414	978009.8309999999	978041.1125996411	-31.2815996411955	978000.0353069	978041.1125996411	-41.07729274104349	9.795693099847995
387	388	100.329	-42.8684	-5.1358	978010.108	978042.9294702198	-32.82147021975834	978002.0436578001	978042.9294702198	-40.885812419699505	8.064342199941166
388	389	105.69	-42.876	-5.1308	978007.89	978041.1938913275	-33.30389132746495	978000.5363515	978041.1938913275	-40.6575398275163	7.353648500051349
389	390	105.665	-42.8839	-5.1256	978006.63	978041.1181703443	-34.48817034426611	978000.7419254999	978041.1181703443	-40.37624484440312	5.888074500137009
390	391	104.73899999999999	-42.8921	-5.1202	978006.099	978041.3175224254	-35.21852242539171	978001.2776398001	978041.3175224254	-40.03988262533676	4.8213601999450475
391	392	98.863	-42.901	-5.1163	978006.9079999999	978043.069345088	-36.161345088039525	978003.3667353	978043.069345088	-39.70260978792794	3.5412646998884156
392	393	98.77	-42.9088	-5.1138	978006.061	978043.0580464236	-36.9970464236103	978003.6457116	978043.0580464236	-39.41233482363168	2.4152884000213817
393	394	104.411	-42.916	-5.1115	978004.522	978041.2795272728	-36.75752727279905	978002.1560094999	978041.2795272728	-39.123517772881314	2.365990500082262
394	395	94.141	-42.9243	-5.1088	978006.262	978044.4073379076	-38.14533790759742	978005.6312034001	978044.4073379076	-38.77613450749777	0.63079659990035
395	396	98.002	-42.9324	-5.1062	978004.823	978043.1736532794	-38.35065327945631	978004.7699378	978043.1736532794	-38.4037154794205	0.05306219996418804
396	397	100.82799999999999	-42.9416	-5.1032	978003.555	978042.25317213	-38.69817212992348	978004.308959	978042.25317213	-37.94421312992927	-0.7539589999942109
397	398	96.686	-42.9497	-5.1006	978004.087	978043.4905558907	-39.403555890661664	978005.9800065	978043.4905558907	-37.51054939068854	-1.8930064999731258
398	399	105.368	-42.9605	-5.0972	978001.4609999999	978040.755639078	-39.29463907808531	978003.8786604999	978040.755639078	-36.876978578045964	-2.4176605000393465
399	400	115.17399999999999	-42.97	-5.0959	977999.572	978037.7072031557	-38.13520315568894	978001.3660605999	978037.7072031557	-36.34114255581517	-1.7940605998737738
400	401	140.657	-42.9782	-5.0951	977994.574	978029.8263742301	-35.25237423006911	977993.9706056999	978029.8263742301	-35.855768530163914	0.6033943000948057
401	402	160.871	-42.9878	-5.094	977990.39	978023.567676635	-33.177676634979434	977988.3066259001	978023.567676635	-35.2610507349018	2.0833740999223664
402	403	148.898	-42.9966	-5.0929	977992.395	978027.2468534273	-34.85185342724435	977992.5386895001	978027.2468534273	-34.7081639271928	-0.14368950005155057
403	404	167.296	-43.0044	-5.092	977988.3309999999	978021.5520674614	-33.2210674615344	977987.3278875	978021.5520674614	-34.22417996136937	1.0031124998349696
404	405	203.342	-43.0137	-5.091	977979.8759999999	978010.4069546035	-30.530954603571445	977976.7252600001	978010.4069546035	-33.68169460340869	3.150739999837242
405	406	157.275	-43.0231	-5.0931	977990.378	978024.6636080618	-34.28560806182213	977991.4077986999	978024.6636080618	-33.255809361930005	-1.029798699892126
406	407	163.485	-43.0315	-5.0964	977988.911	978022.798862648	-33.88786264800001	977989.8355334	978022.798862648	-32.963329248013906	-0.9245333999861032
407	408	181.953	-43.0396	-5.0995	977984.313	978017.1462983361	-32.83329833613243	977984.4106906	978017.1462983361	-32.735607736045495	-0.09769060008693486
408	409	224.579	-43.0515	-5.104	977974.372	978004.0574985736	-29.685498573584482	977971.532282	978004.0574985736	-32.52521657361649	2.8397180000320077
409	410	198.67700000000002	-43.06	-5.1073	977980.166	978012.1073479563	-31.941347956308164	977979.6520486999	978012.1073479563	-32.45529925636947	0.5139513000613078
410	411	188.602	-43.0675	-5.1102	977982.827	978015.2643450894	-32.437345089390874	977982.7902031001	978015.2643450894	-32.474141989368945	0.03679689997807145
411	412	188.923	-43.0764	-5.1136	977982.54	978015.2196224184	-32.67962241836358	977982.620365	978015.2196224184	-32.599257418420166	-0.08036499994341284
412	413	165.394	-43.0864	-5.1175	977987.913	978022.5466413912	-34.63364139129408	977989.6844530001	978022.5466413912	-32.86218839115463	-1.771453000139445
413	414	164.745	-43.0952	-5.1208	977987.682	978022.7998817487	-35.117881748708896	977989.5862903	978022.7998817487	-33.21359144872986	-1.9042902999790385
414	415	168.457	-43.1035	-5.124	977985.865	978021.7050845673	-35.84008456731681	977988.0665820999	978021.7050845673	-33.63850246742368	-2.2015820998931304
415	416	170.36900000000003	-43.1123	-5.1274	977984.8309999999	978021.1692822739	-36.33828227396589	977986.9926133001	978021.1692822739	-34.17666897375602	-2.161613300209865
416	417	141.803	-43.1208	-5.1307	977990.8359999999	978030.042098251	-39.206098251161166	977995.2710096	978030.042098251	-34.77108865103219	-4.4350096001289785
417	418	149.385	-43.1269	-5.133	977988.349	978027.7380493546	-39.38904935459141	977992.5008464	978027.7380493546	-35.23720295459498	-4.15184639999643
418	419	173.12099999999998	-43.1349	-5.1361	977983.271	978020.4592966054	-37.18829660548363	977984.5793999	978020.4592966054	-35.87989670538809	-1.3083999000955373
419	420	152.467	-43.1433	-5.1393	977987.82	978026.8877146676	-39.067714667646214	977990.2938051	978026.8877146676	-36.593909567571245	-2.4738051000749692
420	421	151.181	-43.1509	-5.1423	977987.4240000001	978027.3330282279	-39.90902822779026	977990.0861745001	978027.3330282279	-37.24685372784734	-2.662174499942921
421	422	139.796	-43.1602	-5.1458	977989.484	978030.9045384801	-41.42053848004434	977992.8601989	978030.9045384801	-38.04433958011214	-3.3761988999322057
422	423	150.116	-43.1675	-5.1486	977987.234	978027.763279156	-40.529279155889526	977989.1291498002	978027.763279156	-38.634129355777986	-1.8951498001115397
423	424	136.401	-43.1763	-5.152	977989.822	978032.0526493825	-42.23064938245807	977992.7339110001	978032.0526493825	-39.31873838242609	-2.911911000031978
424	425	119.191	-43.1845	-5.1552	977993.2829999999	978037.4179680167	-44.134968016762286	977997.5181671999	978037.4179680167	-39.89980081678368	-4.235167199978605
425	426	112.611	-43.1919	-5.1584	977995.0	978039.5012358051	-44.501235805102624	977999.1524269001	978039.5012358051	-40.34880890499335	-4.152426900109276
426	427	124.869	-43.2011	-5.1643	977991.984	978035.8117462663	-43.82774626626633	977995.0419978001	978035.8117462663	-40.76974846620578	-3.057997800060548
427	428	142.651	-43.2084	-5.1691	977987.777	978030.3990270713	-42.622027071309276	977989.4057218999	978030.3990270713	-40.99330517137423	-1.6287218999350443
428	429	142.941	-43.2158	-5.1739	977987.9920000001	978030.3871531537	-42.3951531535713	977989.2384347001	978030.3871531537	-41.14871845359448	-1.2464346999768168
429	430	164.972	-43.2238	-5.179	977983.219	978023.667595038	-40.448595037916675	977982.4899225	978023.667595038	-41.17767253797501	0.729077500058338
430	431	152.168	-43.2321	-5.1844	977986.3420000001	978027.7084141494	-41.36641414929181	977986.5699385001	978027.7084141494	-41.13847564929165	-0.2279385000001639
431	432	110.721	-43.239	-5.1888	977995.984	978040.5768675094	-44.592867509345524	977999.5136944	978040.5768675094	-41.06317310943268	-3.5296943999128416
432	433	116.898	-43.2465	-5.1937	977995.752	978038.7492417151	-42.99724171508569	977997.9258514999	978038.7492417151	-40.82339021516964	-2.1738514999160543
433	434	143.494	-43.2545	-5.1989	977992.895	978030.6220701094	-37.72707010933664	977990.1652081999	978030.6220701094	-40.4568619094789	2.729791800142266
434	435	117.749	-43.2619	-5.2037	977999.31	978038.6491314669	-39.33913146681152	977998.5301966	978038.6491314669	-40.11893486685585	0.7798034000443295
435	436	107.053	-43.2729	-5.2057	978002.031	978041.9841924286	-39.953192428685725	978002.4171446	978041.9841924286	-39.56704782869201	-0.3861445999937132
436	437	119.094	-43.2812	-5.2042	977998.478	978038.2419910519	-39.76399105193559	977999.1486986999	978038.2419910519	-39.093292352044955	-0.6706986998906359
437	438	139.60299999999998	-43.2894	-5.2027	977994.314	978031.8852675814	-37.5712675814284	977993.3226228	978031.8852675814	-38.56264478142839	0.9913771999999881
438	439	118.32600000000001	-43.2982	-5.2012	977997.551	978038.4302875532	-40.87928755325265	978000.4386401	978038.4302875532	-37.991647453280166	-2.8876400999724865
439	440	132.403	-43.3078	-5.1995	977994.179	978034.0562438407	-39.87724384071771	977996.7395366998	978034.0562438407	-37.3167071408825	-2.560536699835211
440	441	157.68	-43.3177	-5.1977	977989.1009999999	978026.2225660098	-37.12156600994058	977989.5969433001	978026.2225660098	-36.625622709747404	-0.4959433001931757
441	442	161.099	-43.3248	-5.1964	977988.9920000001	978025.1458023849	-36.153802384855226	977988.9850455	978025.1458023849	-36.160756884957664	0.006954500102438033
442	443	146.842	-43.3329	-5.195	977992.9890000001	978029.5249480671	-36.53594806708861	977993.853148	978029.5249480671	-35.67180006718263	-0.8641479999059811
443	444	165.005	-43.343	-5.1932	977989.815	978023.8878076331	-34.07280763320159	977988.775852	978023.8878076331	-35.11195563315414	1.0391479999525473
444	445	152.208	-43.353	-5.1919	977993.4870000001	978027.8178023245	-34.33080232446082	977993.1676651	978027.8178023245	-34.65013722458389	0.3193349001230672
445	446	135.879	-43.362	-5.1948	977997.8359999999	978032.9065854377	-35.0705854378175	977998.5913629	978032.9065854377	-34.315222537727095	-0.7553629000904039
446	447	124.152	-43.3708	-5.1978	978001.569	978036.5761529555	-35.00715295551345	978002.5461953001	978036.5761529555	-34.029957655468024	-0.9771953000454232
447	448	113.04700000000001	-43.3794	-5.2007	978004.538	978040.0520925118	-35.514092511846684	978006.271448	978040.0520925118	-33.780644511803985	-1.7334480000426993
448	449	132.374	-43.3876	-5.2034	978000.928	978034.1286621677	-33.20066216774285	978000.5804989	978034.1286621677	-33.548163267667405	0.3475010999245569
449	450	106.969	-43.3957	-5.2061	978008.24	978042.0166429654	-33.77664296538569	978008.6802920001	978042.0166429654	-33.33635096531361	-0.4402920000720769
450	451	125.73899999999999	-43.4044	-5.209	978006.578	978036.2684780736	-29.690478073665872	978003.1879714001	978036.2684780736	-33.08050667354837	3.3900285998824984
451	452	140.625	-43.4129	-5.2119	978004.2440000001	978031.7195966018	-27.475596601725556	977998.9127571998	978031.7195966018	-32.80683940195013	5.331242800224572
452	453	137.798	-43.4214	-5.2147	978008.975	978032.6381164204	-23.66311642038636	978000.1301101999	978032.6381164204	-32.508006220450625	8.844889800064266
453	454	113.07	-43.4383	-5.2204	978014.387	978040.3661215655	-25.97912156546954	978008.5761951	978040.3661215655	-31.789926465484314	5.810804900014773
454	455	94.812	-43.4555	-5.2258	978023.238	978046.0917156631	-22.85371566307731	978015.2426636	978046.0917156631	-30.84905206307303	7.995336399995722
455	456	105.969	-43.475	-5.2268	978024.436	978042.6632129413	-18.227212941274047	978013.2345806999	978042.6632129413	-29.42863224132452	11.201419300050475
456	457	155.296	-43.4933	-5.2232	978015.803	978027.3743043778	-11.571304377866909	977999.7234978001	978027.3743043778	-27.650806577759795	16.079502199892886
457	458	143.744	-43.5109	-5.2251	978019.818	978030.9720872901	-11.154087290167809	978005.0739269	978030.9720872901	-25.898160390090197	14.744073099922389
458	459	162.059	-43.5285	-5.227	978016.5759999999	978025.3483226348	-8.772322634933516	978001.1142586	978025.3483226348	-24.23406403476838	15.461741399834864
459	460	180.357	-43.5463	-5.229	978012.548	978019.731502537	-7.183502537081949	977996.8822402001	978019.731502537	-22.849262336967513	15.665759799885564
460	461	191.297	-43.5637	-5.2308	978010.6479999999	978016.3832369677	-5.735236967797391	977994.4355708	978016.3832369677	-21.94766616774723	16.212429199949838
461	462	170.90599999999998	-43.5814	-5.2382	978015.207	978022.8001309964	-7.5931309963343665	978001.1623808	978022.8001309964	-21.63775019638706	14.044619200052693
462	463	171.533	-43.5978	-5.2464	978013.422	978022.7410186906	-9.31901869061403	978000.8857165001	978022.7410186906	-21.855302190524526	12.536283499910496
463	464	158.542	-43.6135	-5.2541	978013.708	978026.8784818253	-13.170481825363822	978004.4360361999	978026.8784818253	-22.44244562543463	9.271963800070807
464	465	150.761	-43.63	-5.2623	978012.8929999999	978029.4157715216	-16.52277152170427	978005.9294033	978029.4157715216	-23.48636822158005	6.9635966998757794
465	466	161.077	-43.6461	-5.2703	978008.349	978026.3624599014	-18.013459901325405	978001.4520716	978026.3624599014	-24.91038830135949	6.896928400034085
466	467	154.8	-43.6617	-5.278	978005.993	978028.4275367775	-22.434536777436733	978001.8597784999	978028.4275367775	-26.567758277524263	4.133221500087529
467	468	157.828	-43.678	-5.2862	978006.37	978027.6281157833	-21.25811578333378	977999.1121375	978027.6281157833	-28.515978283365257	7.257862500031479
468	469	158.24	-43.694	-5.2941	978004.304	978027.6316335861	-23.327633586130105	977997.1497238001	978027.6316335861	-30.48190978600178	7.154276199871674
469	470	154.879	-43.7102	-5.3021	978003.9809999999	978028.8019288793	-24.82092887943145	977996.4130726999	978028.8019288793	-32.38885617943015	7.567927299998701
470	471	152.7	-43.7281	-5.3008	978003.945	978029.4531461748	-25.50814617483411	977995.3404897	978029.4531461748	-34.112656474811956	8.604510299977846
471	472	146.755	-43.7444	-5.293	978005.032	978031.1594581928	-26.12745819275733	977995.5390216999	978031.1594581928	-35.62043649284169	9.49297830008436
472	473	134.869	-43.7608	-5.2852	978008.0140000001	978034.7002831894	-26.6862831893377	977997.4944132	978034.7002831894	-37.20586998946965	10.519586800131947
473	474	105.816	-43.7766	-5.2776	978014.9809999999	978043.5450918814	-28.564091881504282	978004.8113796	978043.5450918814	-38.7337122814497	10.169620399945416
474	475	106.306	-43.7927	-5.2677	978014.9029999999	978043.230517005	-28.32751700503286	978003.0709979	978043.230517005	-40.15951910498552	11.83200209995266
475	476	145.566	-43.8116	-5.2621	978004.812	978031.0164592101	-26.20445921004284	977989.5259850001	978031.0164592101	-41.49047421000432	15.28601499996148
476	477	144.158	-43.8291	-5.2653	978003.682	978031.5038759396	-27.821875939611346	977989.0746998001	978031.5038759396	-42.42917613952886	14.607300199917518
477	478	151.766	-43.8463	-5.2754	978000.125	978029.3213808131	-29.196380813140422	977986.3125414	978029.3213808131	-43.00883941317443	13.812458600034006
478	479	146.17600000000002	-43.8652	-5.2768	978000.905	978031.0704234104	-30.165423410362564	977988.0269703001	978031.0704234104	-43.043453110265546	12.878029699902982
479	480	155.60299999999998	-43.8801	-5.2843	977998.66	978028.2836806916	-29.623680691584013	977985.4412893	978028.2836806916	-42.84239139163401	13.218710700049996
480	481	149.931	-43.8919	-5.2982	977999.8979999999	978030.2649877997	-30.366987799759954	977987.4396753999	978030.2649877997	-42.825312399771065	12.45832460001111
481	482	155.55200000000002	-43.9036	-5.312	977998.332	978028.758474001	-30.426474000909366	977985.9278984001	978028.758474001	-42.83057560084853	12.404101599939167
482	483	160.513	-43.9202	-5.3254	977995.757	978027.4496678085	-31.69266780850012	977984.8558892	978027.4496678085	-42.59377860848326	10.901110799983144
483	484	164.23	-43.9378	-5.3293	977995.536	978026.3670185572	-30.831018557189964	977984.6324126999	978026.3670185572	-41.734605857287534	10.90358730009757
484	485	173.447	-43.9539	-5.3312	977993.577	978023.5529320269	-29.97593202686403	977982.6931899	978023.5529320269	-40.85974212689325	10.883810100029223
485	486	175.34400000000002	-43.971	-5.3254	977993.195	978022.8705730874	-29.675573087413795	977983.3109903	978022.8705730874	-39.559582787333056	9.884009699919261
486	487	171.356	-43.988	-5.3197	977994.089	978024.0069801279	-29.91798012785148	977985.5395321	978024.0069801279	-38.46744802792091	8.54946790006943
487	488	178.58	-44.007	-5.3134	977992.775	978021.6718031559	-28.896803155890666	977984.1478024999	978021.6718031559	-37.524000655976124	8.627197500085458
488	489	175.42	-44.0249	-5.3144	977994.1190000001	978022.6640748555	-28.54507485544309	977985.5583118	978022.6640748555	-37.105763055500574	8.560688200057484
489	490	153.915	-44.0414	-5.3171	977999.6440000001	978029.3486798152	-29.704679815098643	977992.5707309	978029.3486798152	-36.7779489151435	7.073269100044854
490	491	168.48	-44.0531	-5.332	977996.9559999999	978025.099839408	-28.143839408061467	977988.1195261999	978025.099839408	-36.980313208070584	8.836473800009117
491	492	143.689	-44.0712	-5.3396	978002.8890000001	978032.8809750014	-29.991975001292303	977996.3534931	978032.8809750014	-36.52748190134298	6.535506900050677
492	493	170.608	-44.0844	-5.3451	977997.835	978024.6615477708	-26.82654777087737	977988.5867913	978024.6615477708	-36.07475647085812	9.24820869998075
493	494	175.287	-44.1013	-5.3522	977998.3929999999	978023.3356733605	-24.942673360579647	977987.9525808	978023.3356733605	-35.383092560456134	10.440419199876487
494	495	180.36	-44.1186	-5.3573	977998.7629999999	978021.8547944269	-23.091794427018613	977987.2827089	978021.8547944269	-34.57208552688826	11.480291099869646
495	496	182.143	-44.1377	-5.3621	977999.53	978021.3847536114	-21.85475361137651	977987.5846312001	978021.3847536114	-33.800122411339544	11.945368799963035
496	497	184.43400000000003	-44.1547	-5.368	977999.811	978020.7764049494	-20.96540494938381	977987.3909521999	978020.7764049494	-33.38545274944045	12.420047800056636
497	498	181.283	-44.1735	-5.3746	978001.4820000001	978021.8601430088	-20.378143008681946	977988.6629589001	978021.8601430088	-33.19718410866335	12.819041099981405
498	499	179.364	-44.1922	-5.3715	978002.172	978022.4005422213	-20.228542221244425	977989.2978503	978022.4005422213	-33.10269192128908	12.874149700044654
499	500	163.304	-44.2112	-5.3669	978006.094	978027.2818414535	-21.187841453473084	977994.1452062001	978027.2818414535	-33.136635253438726	11.948793799965642
500	501	157.642	-44.2307	-5.3665	978007.7640000001	978029.0232851573	-21.259285157197155	977995.9890790001	978029.0232851573	-33.03420615720097	11.774921000003815
501	502	156.15200000000002	-44.2484	-5.366	978008.5090000001	978029.4749359842	-20.96593598416075	977996.8227363001	978029.4749359842	-32.652199684176594	11.686263700015843
502	503	168.611	-44.2678	-5.3591	978007.036	978025.512469127	-18.476469126995653	977993.5313177	978025.512469127	-31.98115142690949	13.504682299913839
503	504	191.165	-44.283	-5.3484	978003.1120000001	978018.3697646735	-15.25776467344258	977987.0262718999	978018.3697646735	-31.343492773594335	16.085728100151755
504	505	154.351	-44.2979	-5.339	978011.253	978029.5790168815	-18.326016881503165	977998.9943941	978029.5790168815	-30.584622781490907	12.258605899987742
505	506	163.611	-44.3166	-5.3316	978009.76	978026.5964817089	-16.836481708916835	977996.9809684	978026.5964817089	-29.615513308905065	12.77903159998823
506	507	163.075	-44.3342	-5.3297	978010.469	978026.730294963	-16.261294962954707	977997.7619593	978026.730294963	-28.968335662968457	12.70704070001375
507	508	177.31	-44.3519	-5.3237	978007.618	978022.2352584546	-14.617258454556577	977993.4213648001	978022.2352584546	-28.813893654500134	14.196635199943557
508	509	152.887	-44.3655	-5.3118	978011.0229999999	978029.5779794308	-18.55497943086084	978000.5001177	978029.5779794308	-29.077861730824225	10.522882299963385
509	510	135.961	-44.3817	-5.2994	978014.195	978034.5981876137	-20.403187613701448	978004.6939039	978034.5981876137	-29.90428371366579	9.501096099964343
510	511	121.536	-44.4008	-5.2999	978017.686	978039.060300242	-21.374300242052414	978007.6586945999	978039.060300242	-31.40160564216785	10.027305400115438
511	512	118.05	-44.4187	-5.3018	978017.854	978040.1681355607	-22.314135560649447	978007.1424692	978040.1681355607	-33.025666360743344	10.711530800093897
512	513	122.48700000000001	-44.4362	-5.2998	978016.48	978038.7650134106	-22.28501341061201	978004.1692607	978038.7650134106	-34.59575271059293	12.310739299980924
513	514	107.525	-44.4539	-5.2976	978019.558	978043.3482079823	-23.790207982296124	978007.4848461001	978043.3482079823	-35.86336188216228	12.073153899866156
514	515	104.82700000000001	-44.4714	-5.2958	978020.193	978044.1514225599	-23.958422559895553	978007.5806761	978044.1514225599	-36.570746459881775	12.612323899986222
515	516	115.46600000000001	-44.4899	-5.2958	978017.247	978040.8665246217	-23.619524621753953	978004.2489517999	978040.8665246217	-36.617572821793146	12.998048200039193
516	517	102.854	-44.5069	-5.2849	978019.632	978044.5802357804	-24.948235780466348	978008.2747015998	978044.5802357804	-36.30553418060299	11.357298400136642
517	518	102.96700000000001	-44.5247	-5.2906	978018.665	978044.6396229648	-25.974622964742593	978009.2792445999	978044.6396229648	-35.36037836491596	9.385755400173366
518	519	123.91799999999999	-44.5431	-5.2884	978013.6640000001	978038.134401926	-24.47040192584973	978003.7126984001	978038.134401926	-34.421703525818884	9.951301599969156
519	520	124.557	-44.5592	-5.2934	978013.913	978038.0198537449	-24.10685374494642	978004.3596388	978038.0198537449	-33.660214944859035	9.553361199912615
520	521	149.13	-44.5724	-5.3037	978008.2259999999	978030.6034941017	-22.37749410176184	977997.4584463001	978030.6034941017	-33.14504780154675	10.767553699784912
521	522	133.541	-44.5864	-5.3176	978012.0809999999	978035.6475722826	-23.566572282696143	978002.9560804	978035.6475722826	-32.6914918825496	9.124919599853456
522	523	119.287	-44.6055	-5.3222	978014.087	978040.125144257	-26.038144256919622	978007.5673788	978040.125144257	-32.55776545696426	6.519621200044639
523	524	121.92399999999999	-44.6231	-5.3214	978013.318	978039.2976320357	-25.97963203571271	978006.4259288	978039.2976320357	-32.871703235665336	6.892071199952625
524	525	113.977	-44.642	-5.3248	978014.502	978041.8079458774	-27.30594587745145	978008.5385009	978041.8079458774	-33.26944497739896	5.963499099947512
525	526	143.52700000000002	-44.6582	-5.3313	978009.281	978032.7924877695	-23.511487769545056	977999.2285778	978032.7924877695	-33.56390996952541	10.052422199980356
526	527	144.975	-44.6753	-5.3384	978009.538	978032.4638779929	-22.925877992995083	977998.4990528	978032.4638779929	-33.96482519293204	11.038947199936956
527	528	165.19400000000002	-44.694	-5.3433	978005.9609999999	978026.303042637	-20.342042637057602	977991.630186	978026.303042637	-34.67285663692746	14.33081399986986
528	529	149.31799999999998	-44.7122	-5.3463	978009.314	978031.254955989	-21.94095598894637	977995.716043	978031.254955989	-35.53891298896633	13.59795700001996
529	530	125.54899999999999	-44.7322	-5.3523	978013.805	978038.6941583608	-24.88915836077649	978001.9626278	978038.6941583608	-36.73153056087904	11.842372200102545
530	531	141.37	-44.7455	-5.3637	978009.695	978034.0003521108	-24.30535211088136	977996.1149192	978034.0003521108	-37.88543291087262	13.580080799991265
531	532	114.53299999999999	-44.7628	-5.369	978015.0179999999	978042.3754222989	-27.357422298984602	978003.2218456999	978042.3754222989	-39.15357659896836	11.796154299983755
532	533	105.57600000000001	-44.7791	-5.3765	978015.49	978045.2670050802	-29.777005080250092	978004.9612086001	978045.2670050802	-40.30579648015555	10.528791399905458
533	534	98.953	-44.7949	-5.387	978017.0179999999	978047.4886496068	-30.470649606897496	978006.2769669001	978047.4886496068	-41.21168270672206	10.741033099824563
534	535	107.759	-44.8115	-5.3978	978013.324	978044.9518261467	-31.62782614666503	978003.2045650999	978044.9518261467	-41.747261046781205	10.119434900116175
535	536	117.30799999999999	-44.8288	-5.4006	978009.568	978042.0507578243	-32.48275782435667	977999.9894751998	978042.0507578243	-42.06128262449056	9.578524800133891
536	537	129.221	-44.8446	-5.4114	978004.0090000001	978038.5551033346	-34.54610333452001	977996.3135741999	978038.5551033346	-42.24152913468424	7.69542580016423
537	538	148.04	-44.8613	-5.4013	977996.77	978032.5738728743	-35.80387287423946	977989.7743827	978032.5738728743	-42.79949017427862	6.995617300039157
538	539	189.946	-44.884	-5.3958	977982.9090000001	978019.5424859577	-36.63348595763091	977976.0978090999	978019.5424859577	-43.44467685779091	6.81119090016
539	540	191.747	-44.9004	-5.4093	977980.339	978019.2145117243	-38.87551172426902	977975.2100888999	978019.2145117243	-44.004422824364156	5.128911100095138
540	541	160.067	-44.9162	-5.4184	977986.0009999999	978029.1497824766	-43.14878247666638	977984.3521642999	978029.1497824766	-44.797618176671676	1.648835700005293
541	542	135.918	-44.9348	-5.4177	977990.9240000001	978036.594031407	-45.67003140691668	977991.3131461	978036.594031407	-45.28088530700188	-0.38914609991479665
542	543	147.60399999999998	-44.9539	-5.4233	977989.115	978033.080839223	-43.96583922300488	977987.2796104	978033.080839223	-45.80122882302385	1.8353896000189707
